,trigram,n
1015,children schools opening,16
6844,risk coronavirus people,16
8889,three stories uk,16
2592,europe rival states,16
9337,us covid labs,16
4854,ministers england wales,16
1784,covid schools guardian,16
7407,schools neunion nasuwt,16
1994,deaths europe rival,16
6108,protection place cant,16
7698,scotland northern ireland,16
758,campaigns could uk,16
1912,cyber campaigns could,16
9513,wales scotland northern,16
4617,malicious cyber campaigns,16
2527,england wales scotland,16
1802,covid19 deaths europe,16
1574,coronavirus people forgetting,16
4285,less risk coronavirus,16
5698,people forgetting teachers,16
3890,ireland republic warning,16
7672,science says primaryaged,16
9549,warning rush reopen,16
9924,written education ministers,16
843,caution consideration reopening,16
6880,rival states targeted,16
9198,uk us covid,16
3894,ireland written education,16
7422,schools nurseries reopened,16
1778,covid labs malicious,16
774,cant rely social,16
8717,ten teacher unions,16
6682,republic warning rush,16
7042,says primaryaged children,16
3779,infection rate jumped,16
9171,uk lockdown compares,15
8186,spreading details ireland,15
1280,comprehensive plan next,15
495,bars schools swimming,15
1266,compares others around,15
2506,end august bars,15
5483,others around world,15
2707,extends lockdown may,15
2649,exc whatsapp users,15
2470,effectively end august,15
2670,exit strategybut claiming,15
9158,uk government advice,15
4723,may schools reopen,15
418,august bars schools,15
9404,very real risk,15
9368,users spreading details,15
4441,lockdown effectively end,15
9707,whatsapp users spreading,15
1071,claiming uk government,15
4436,lockdown compares others,15
4427,local schools latest,15
4799,messages imply lockdown,15
8325,strategybut claiming uk,15
2094,details ireland exit,15
4465,lockdown may schools,15
2963,foundation donating local,15
129,advice messages imply,15
8539,swimming pools reopened,15
3885,ireland extends lockdown,15
3883,ireland exit strategybut,15
4167,latest coronavirus initiative,15
9269,united foundation donating,15
7365,schools latest coronavirus,15
7601,schools swimming pools,15
1493,coronavirus initiative mufc,15
3703,imply lockdown effectively,15
3241,government advice messages,15
7101,school closures must,14
94,adding govt considering,14
2452,educationgovuk unions including,14
7142,school reopening plans,14
7211,schools cant go,14
6389,receive calculated grades,14
7238,schools colleges amend,14
7241,schools colleges help,14
7059,says uk really,14
9595,we could see,14
7242,schools colleges matthancock,14
9596,we didnt want,14
9527,want shut schools,14
1604,coronavirus schools live,14
9467,vitally important absolutely,14
7280,schools disadvantaged children,14
1592,coronavirus restrictions eased,14
9991,young people school,14
12,absolutely possible do,14
9185,uk really to,14
6985,safety talks held,14
1717,could see thousands,14
7050,says scot govt,14
9252,unions including ascl_uk,14
6378,really to shut,14
6503,reopen follow live,14
6373,really left behind,14
2276,drafts school reopening,14
2157,disadvantaged children coronavirus,14
9291,update arrangements summer,14
2120,didnt want shut,14
237,amend entries today,14
1326,considering reopen follow,14
6226,putneyfleur says running,14
352,arrangements summer schools,14
6638,reopening schools published,14
2057,denmarks coronavirus infection,14
2340,eased vitally important,14
6749,restrictions eased vitally,14
9939,year entered exams,14
7690,scot govt announce,14
6933,running summer schools,14
377,ascl_uk neunion government,14
7810,see thousands children,14
1791,covid19 adding govt,14
7046,says running summer,14
2487,eligible receive calculated,14
8418,summer eligible receive,14
8378,students year entered,14
8424,summer schools disadvantaged,14
3252,government deputy chief,14
3253,government drafts school,14
4445,lockdown exit plan,14
773,cant go back,14
8495,support wellbeing young,14
8174,spread covid19 adding,14
3294,govt considering reopen,14
3320,grants mental health,14
4267,left behind labour,14
8880,thousands children really,14
9004,tomorrow educationgovuk unions,14
4136,labour mp putneyfleur,14
8594,talks held tomorrow,14
532,behind labour mp,14
2648,exams summer eligible,14
3194,go back westminster,14
8423,summer schools colleges,14
1002,children really left,14
732,calculated grades info,14
4927,mp putneyfleur says,14
4957,must forget teachers,14
2946,forget teachers financial,14
2916,follow live askthehealthsecretary,14
5069,neunion government drafts,14
4786,mental health support,14
4728,may students year,14
8958,today may students,14
5152,news maryboustedneu cyclingkev,14
4698,matthancock says uk,14
4672,maryboustedneu cyclingkev neunion,14
8399,sturgeon says scot,14
8949,to shut schools,14
5185,nhs bbc news,14
2824,financial grants mental,14
3451,health support edsupportuk,14
4177,latest update arrangements,14
2551,entered exams summer,14
2554,entries today may,14
953,children coronavirus restrictions,14
1214,colleges help spread,14
3528,heres latest update,14
1211,colleges amend entries,14
1215,colleges matthancock says,14
1184,closures must forget,14
3731,including ascl_uk neunion,14
3504,help spread covid19,14
5709,people school closures,14
3706,important absolutely possible,14
508,bbc news maryboustedneu,14
5913,possible do read,14
8633,teachers financial grants,14
3471,held tomorrow educationgovuk,14
5511,overwhelm nhs bbc,14
9684,wellbeing young people,14
8684,teaching support staff,13
9993,young primaryage pupils,13
1987,death toll rises,13
913,child education system,13
7355,schools june putting,13
3134,get infected coronavirus,13
8962,today proud work,13
7411,schools north england,13
9928,wrong side history,13
7736,season not viable,13
3772,infected coronavirus adults,13
7523,schools reopened would,13
3715,important topic unescochairghe,13
4809,michaelmarmot important topic,13
224,also teaching support,13
664,briefing yesterday governments,13
8330,street press briefing,13
7471,schools published today,13
3555,history coronavirus story,13
4027,june putting children,13
6843,risk also teaching,13
3534,high school sports,13
1692,could find wrong,13
9964,yesterday governments deputy,13
4069,kept apart schools,13
8595,talks open selective,13
1010,children risk also,13
3415,head says private,13
9411,viable option schools,13
7150,school sports spring,13
7043,says private schools,13
8554,system protect coronavirus,13
7163,school would consider,13
9974,yikes eton_college talks,13
4329,lifted one five,13
1637,coronavirus story thetimes,13
4350,like see schools,13
6991,said ensuring young,13
4356,likely get infected,13
3282,governments deputy chief,13
6935,rush reopen primary,13
3271,government rush reopen,13
8489,support staff school,13
983,children likely get,13
997,children pass coronavirus,13
7264,schools could find,13
4458,lockdown lifted one,13
6639,reopening schools pubs,13
3667,iaahglobal ncdchild ayphcharity,13
2839,find wrong side,13
6482,removing child education,13
2583,eton_college talks open,13
2524,england head says,13
5216,nj high school,13
8135,speaking downing street,13
5415,open selective schools,13
2266,downing street press,13
5230,north england head,13
5852,pleased see article,13
6053,private schools could,13
458,back reopening schools,13
6116,proud work didjourdan,13
8166,sports spring season,13
2550,ensuring young primaryage,13
5244,not viable option,13
8189,spring season not,13
5339,one five back,13
8215,staff school would,13
1149,closed via northjersey,13
2428,education system protect,13
5312,officer said ensuring,13
303,apart schools reopened,13
7832,selective schools north,13
6028,primaryage pupils kept,13
6102,protect coronavirus risks,13
7789,see article reopening,13
6227,putting children risk,13
5465,option schools stay,13
2115,didjourdan michaelmarmot important,13
8265,stay closed via,13
6588,reopened would really,13
365,article reopening schools,13
9160,uk government rush,13
1316,consider removing child,13
9022,topic unescochairghe iaahglobal,13
5991,press briefing yesterday,13
2876,five back reopening,13
9784,work didjourdan michaelmarmot,13
6170,published today proud,13
6192,pupils kept apart,13
6015,primary schools june,13
9233,unescochairghe iaahglobal ncdchild,13
6017,primary schools open,13
9882,would consider removing,13
9903,would really tricky,13
7967,side history coronavirus,13
6176,pubs poll reveals,12
5624,part boris johnsons,12
3991,johnswinney speaks rjcurran2,12
3990,johnswinney msp got,12
6134,providing adequate online,12
8110,soon june part,12
2611,evening utv live,12
7138,school openings delayed,12
8137,speaks rjcurran2 scotland,12
4022,june part boris,12
9435,virus infection rate,12
6637,reopening schools prematurely,12
8668,teachers union utu,12
3986,johnsons coronavirus lockdown,12
1615,coronavirus scotland private,12
7461,schools poses significant,12
7472,schools pubs poll,12
5983,prematurely causing risk,12
7480,schools remain closed,12
3741,inconceivable pupils back,12
7433,schools open soon,12
1513,coronavirus lockdown exit,12
7416,schools not providing,12
1532,coronavirus make clear,12
3615,honestly can see,12
3780,infection rate rising,12
7952,shows mean school,12
5902,poses significant risk,12
3862,interviewed evening utv,12
1566,coronavirus pandemic scotresponse,12
3569,holidays honestly can,12
7328,schools get reprieve,12
3551,hike see crisis,12
9121,tweet us using,12
3926,it almost inconceivable,12
7267,schools could return,12
6055,private schools get,12
3951,jacquie white interviewed,12
7067,says would safe,12
5417,open soon june,12
6186,pupils back summer,12
9358,us using hashtag,12
6839,rising causing second,12
2213,dominic raab said,12
7692,scotgov deputy first,12
8420,summer holidays honestly,12
6801,returning demands headteachers,12
3145,get reprieve rates,12
7699,scotland private schools,12
6771,return coronavirus pandemic,12
7703,scotland schools could,12
4644,many schools not,12
7776,secretary ulster teachers,12
2859,first minister johnswinney,12
8392,study shows mean,12
7769,secretary johnswinney msp,12
5918,possible scotgov deputy,12
3103,general secretary ulster,12
9332,us ask tweet,12
5123,new study shows,12
2030,delayed story thetimes,12
4743,mean school openings,12
4835,minister andrew_adonis wrote,12
6677,reprieve rates hike,12
4842,minister johnswinney speaks,12
6636,reopening schools poses,12
4933,msp got question,12
5243,not providing adequate,12
4596,make clear pupils,12
1714,could return coronavirus,12
8452,support coronavirus crisis,12
6199,pupils returning demands,12
5447,openings delayed story,12
6230,putting questions education,12
6242,question schools youd,12
6250,questions education secretary,12
4246,learning support coronavirus,12
7753,second wave dominic,12
6303,rate rising causing,12
6311,rates hike see,12
4352,like us ask,12
9246,union utu jacquie,12
5366,online learning support,12
4397,live warned reopening,12
1836,create risk virus,12
9387,utv live warned,12
7652,schools would create,12
7660,schools youd like,12
9384,utu jacquie white,12
5320,ofsted complaining many,12
6881,rjcurran2 scotland schools,12
9373,using hashtag scotresponse,12
7802,see possible scotgov,12
6868,risk virus infection,12
6864,risk spike transmission,12
6862,risk second wave,12
7987,significant risk second,12
7465,schools prematurely causing,12
9931,wrote ofsted complaining,12
469,back summer holidays,12
1381,coronavirus adults new,12
686,brits want coronavirus,12
9517,want coronavirus lockdown,12
